State,IHE_Name,Program_Title,Program_Type,Level_of_Degree,Format,Alternate_Route_to_Certification,Category_of_Credentialing,URL_for_Program
Iowa,Buena Vista University,Bachelor's in Elementary Education + PK-K ECSE Endorsement,ECSE,Bachelors,In Person,No,ECSE and Elementary Ed,"TWO:
https://www.bvu.edu/programs/undergraduate/education/elementary-education
https://www.bvu.edu/programs/undergraduate/education/endorsements"
Iowa,Central College,BA Elementary K-6 + Birth- 3rd grade Early Childhood Inclusive,Blended,Bachelors,In Person,No,Blended and Elementary Ed,TWO LINKS: https://central.edu/academics/majors/elementary-education/  pg 79-81 https://departments.central.edu/wp-content/uploads/sites/17/files/2023/09/2023-24-Catalog-1.pdf
Iowa,Dordt University,Elementary General Classroom Content Major with Early Childhood Endorsement Specialization,Blended,Bachelors,In Person,No,Blended and Elementary Ed,https://www.dordt.edu/academics/programs/education-ba/elementary-endorsement
Iowa,Dordt University,MEd ECE (Unified),Blended,Masters,In Person,No,Blended,https://www.dordt.edu/academics/programs/master-of-education/early-childhood-education
Iowa,Dordt University,Early Childhood Endorsement Specialization,Blended,No Degree,In Person,No,Blended,https://www.dordt.edu/academics/programs/education-ba/elementary-endorsement
Iowa,Iowa State University,Early childhood education-unified (ECE),Blended,Bachelors,In Person,No,Blended,https://catalog.iastate.edu/collegeofhumansciences/earlychildhood_education/#text
Iowa,Mount Mercy University,Master of Arts in Education- Emphasis in Early Childhood Inclusive Classroom,Blended,Masters,In Person,No,Blended,"TWO: 
http://catalog.mtmercy.edu/graduateprograms/curriculum/ma-education/#text
http://catalog.mtmercy.edu/graduateprograms/"
Iowa,Northwestern College,Elementary Education + Birth through Grade Three Inclusive Settings Endorsement,Blended,Bachelors,In Person,No,Blended,"TWO: 
https://www.nwciowa.edu/education/programs/elementary-education-major
https://www.nwciowa.edu/education/programs/endorsement-in-early-childhood-integrated-settings"
Iowa,Northwestern College,Early Childhood M.Ed. + Birth Through Grade Three Inclusive Setting endorsement,Blended,Masters,Online,No,Blended,https://nwciowa.edu/online/master-of-education/early-childhood-plus-endorsement
Iowa,Northwestern College,Birth Through Grade Three Endorsement,Blended,No Degree,Online,No,Blended,https://nwciowa.edu/online/endorsements/early-childhood
Iowa,Saint Ambrose University,Early Childhood Education Iowa Endorsement Early Childhood Education,Blended,Bachelors,In Person,No,Blended,https://www.sau.edu/education-early-childhood
Iowa,Simpson College,"Elementary Ed with (Birth-Grade 3, Inclusive)",Blended,Bachelors,In Person,No,Blended,THREE LINKS: https://simpson.edu/academics/departments/department-teacher-education/elementary-education    https://simpson.edu/academics/departments/department-teacher-education/education-endorsements   https://docs.google.com/document/d/1DSPG9yIrNYVqO3uONNOkyymToNlH5k0oFBzEin90R18/edit
Iowa,University of Northern Iowa,Early Childhood Education,Dual,Bachelors,In Person,No,Blended,https://coe.uni.edu/curriculum-instruction/majors-minors-certificates/early-childhood-education-major
Iowa,University of Northern Iowa,Early Childhood Education + Early Childhood Special Education Minor,Dual,Bachelors,In Person,No,Blended and ECSE,"TWO: https://coe.uni.edu/curriculum-instruction/majors-minors-certificates/early-childhood-education-major
https://coe.uni.edu/special-education/minors/special-education-minors"
Iowa,University of Northern Iowa,Masters in ECE Non-thesis,Blended,Masters,In Person,No,Blended,https://online.uni.edu/online-programs/graduate-programs/early-childhood-education-mae
Iowa,University of Northern Iowa,Masters in ECE Thesis,Blended,Masters,In Person,No,Blended,https://online.uni.edu/online-programs/graduate-programs/early-childhood-education-mae
Iowa,Upper Iowa University,Major in Birth-Grade 3: Inclusive Settings,Blended,Bachelors,In Person,No,Blended,https://catalog.uiu.edu/preview_program.php?catoid=2&poid=316
Iowa,Upper Iowa University,M.Ed. Early Childhood Birth - Grade 3: Inclusive Settings Endorsement #1001,Blended,Masters,Online,No,Blended,"TWO: https://uiu.edu/academics/programs/med/
https://uiu.edu/wp-content/uploads/9-29-21-TeacherEd-EarlyChildhood.pdf"
Kansas,Emporia State University,Early Childhood Unified B- Age 8  Licensure,Blended,No Degree,In Person,No,Blended,https://www.emporia.edu/teachers-college/academic-departments/elementary-education-early-childhood-special-education/graduate-programs/ecu-licensure-certification/
Kansas,Emporia State University,Early Childhood Unified B-K Licensure,Blended,No Degree,In Person,No,Blended,https://www.emporia.edu/teachers-college/academic-departments/elementary-education-early-childhood-special-education/graduate-programs/ecu-licensure-certification/
Kansas,Emporia State University,"MASTER OF SCIENCE EARLY CHILDHOOD
UNIFIED (B to grade 3 option)",Blended,Masters,Online,No,Blended,https://www.emporia.edu/teachers-college/academic-departments/elementary-education-early-childhood-special-education/graduate-programs/ms-graduate/
Kansas,Emporia State University,"MASTER OF SCIENCE EARLY CHILDHOOD
UNIFIED (B-K)",Blended,Masters,Online,No,Blended,https://www.emporia.edu/teachers-college/academic-departments/elementary-education-early-childhood-special-education/graduate-programs/ms-graduate/
Kansas,Fort Hays State University,Early Childhood Unified,Blended,Bachelors,Online,No,Blended,https://www.fhsu.edu/teachereducation/early-childhood-unified/index
Kansas,Kansas State University,Early Childhood Education,Blended,Bachelors,Online,No,Blended,https://online.k-state.edu/programs/early-childhood-education-bachelors/
Kansas,Kansas State University,Early Childhood Education,Blended,Masters,Online,No,Blended,https://online.k-state.edu/programs/early-childhood-education-masters/
Kansas,Kansas State University,"Early Childhood Education Bachelor’s Degree, Non-Licensure Track",Blended,Bachelors,Online,No,No license,https://online.k-state.edu/programs/early-childhood-education-bachelors/
Kansas,Newman University,Early Childhood Education Unified,Blended,Bachelors,In Person,No,Blended,https://newmanu.edu/academics/undergraduate/education-wichita/b-s-in-early-childhood-unified-education
Kansas,Pittsburg State University,"""Pitt State Pathway"" AA to BA Track in ECE Unified",Blended,Bachelors,In Person,No,Blended,bottom of page https://www.pittstate.edu/registrar/catalog/archive/2022-2023/college-of-education/teaching-and-leadership/bse-early-childhood-unified-b-k.html#undefined1
Kansas,Pittsburg State University,Early Childhood Education Unified B to K,Blended,Bachelors,In Person,No,Blended,https://www.pittstate.edu/teaching/programs/early-childhood-unified-ecu-birth-through-kindergarten/index.html
Kansas,University of Kansas,Early Childhood Unified (Birth to K) ( Masters),Blended,Masters,Hybrid,No,Blended,https://specialedu.ku.edu/academics/early-childhood-unified/masters-degree/program-curriculum
Kansas,University of Kansas,Early Childhood Unified (Birth to K) Graduate Certificate,Blended,Graduate Certificate,In Person,No,Blended,https://specialedu.ku.edu/academics/early-childhood-unified-campus-licensure-endorsement
Kansas,University of Kansas,Early Childhood Unified Birth to Grade 3,Blended,Bachelors,In Person,No,Blended,https://ct.ku.edu/academics/unified-early-childhood-education/bachelors
Kansas,Wichita State University,Early Childhood Unified/Elementary Education Apprentice- with Associate Degree already,Blended,Bachelors,In Person,No,Blended,https://www.wichita.edu/academics/majors/education_early_childhood_unified_elementary_education_apprentice_baed_50.php
Kansas,Wichita State University,Early Childhood Unified/Elementary Education Apprentice- without Associate Degree,Blended,Bachelors,In Person,No,Blended,https://www.wichita.edu/academics/majors/education_early_childhood_unified_elementary_education_apprentice_baed_50.php
Kansas,Wichita State University,Education- Early Childhood Unified,Blended,Bachelors,In Person,No,Blended,https://www.wichita.edu/academics/majors/education_early_childhood_unified_baed_48.php
Kansas,Wichita State University,MAT - Master of Arts in Teaching (Early Childhood Unified Residency Track),Blended,Masters,In Person,No,Blended,https://www.wichita.edu/academics/majors/teaching_early_childhood_unified_residency_mat_39.php
Kansas,Wichita State University,Special Education- Early Childhood Unified,Blended,Masters,Hybrid or Online,No,Blended,https://www.wichita.edu/academics/majors/special_education_early_childhood_unified_med_93.php
Kansas,Wichita State University,Special Education- Early Childhood Unified - ENDORSEMENT ONLY OPTION,Blended,No Degree,In Person,No,Blended,https://www.wichita.edu/academics/majors/special_education_early_childhood_unified_med_93.php
Kentucky,Campbellsville University,"B.S. in Interdisciplinary Early Childhood Education Teacher Certification, Birth - Preschool",Blended,Bachelors,In Person or Online ,No,Blended,see both https://www.campbellsville.edu/academics/programs/early-childhood-education/ AND https://www.campbellsville.edu/academics/programs/early-childhood-education/degrees-early-childhood-education/bachelor-of-science-in-early-childhood-education/b-s-in-interdisciplinary-early-childhood-education-teacher-certification/
Kentucky,Campbellsville University,B.S. in Interdisciplinary Early Childhood Education with Montessori Program Studies,Blended,Bachelors,In Person or Online ,No,Blended,https://online.campbellsville.edu/online-degrees/bs-bachelor-science-interdisciplinary-early-childhood-education/
Kentucky,Campbellsville University,Master of Arts in Teaching (MAT) in Interdisciplinary Early Childhood Education (P-K) - Traditional,Blended,Masters,Online,No,Blended,https://online.campbellsville.edu/online-degrees/mat-masters-early-childhood-education/
Kentucky,Campbellsville University,Master of Arts in Teaching (MAT) in Interdisciplinary Early Childhood Education (P-K)- Option 6,Blended,Masters,Online,Yes,Blended,https://online.campbellsville.edu/online-degrees/mat-masters-early-childhood-education/
Kentucky,Campbellsville University,Online B.S. in Interdisciplinary Early Childhood Education,Blended,Bachelors,Online,No,Blended,https://online.campbellsville.edu/online-degrees/bs-bachelor-science-interdisciplinary-early-childhood-education/
Kentucky,Campbellsville University,Online B.S. in Interdisciplinary Early Childhood Education - Montessori Option,Blended,Bachelors,Online,No,Blended,https://online.campbellsville.edu/online-degrees/bs-bachelor-science-interdisciplinary-early-childhood-education/
Kentucky,Eastern Kentucky University,Child and Family Studies (B.S) - Interdisciplinary Early Childhood Education (IECE) concentration,Blended,Bachelors,In Person,No,Blended,https://ahs.eku.edu/interdisciplinary-early-childhood-education-iece
Kentucky,Eastern Kentucky University,Interdisciplinary Early Childhood Education Certification (IECE) - Traditional Advanced Rank 1 6th Year,Blended,No Degree,In Person,No,Blended,https://catalogs.eku.edu/graduate/education-applied-human-sciences/teaching-learning-educational-leadership/rank-sixth-year-program/
Kentucky,Eastern Kentucky University,Interdisciplinary Early Childhood Education Certification (IECE) - Traditional Initial Graduate Certificate Only,Blended,Graduate Certificate,In Person,No,Blended,https://mat.eku.edu/interdisciplinary-early-childhood-education
Kentucky,Eastern Kentucky University,Interdisciplinary Early Childhood Education Certification (IECE) - Traditional Initial Undergrad Certification Only,Blended,No Degree,In Person,No,Blended,https://catalogs.eku.edu/graduate/education-applied-human-sciences/teaching-learning-educational-leadership/iece/#text
